Data_type,Size,Features,Task,Model,Hyperparameters,Accuracy,Carbon_Emissions_kg
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 5.72236765935022e-08}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 8.697490026177834e-08}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.009233002565046e-09}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 8.111308307896889e-10}",96.0,7e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 4.977023564332114e-08}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.1497569953977356e-10}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.3219411484660288e-09}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 5.3366992312063125e-08}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 5.72236765935022e-09}",96.0,7e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.848035868435805e-09}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.310129700083158e-09}",96.0,1e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.0722672220103253e-10}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 3.053855508833412e-08}",96.0,7e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 8.111308307896873e-08}",96.0,7e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 4.641588833612782e-08}",96.0,7e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.4770763559917138e-09}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.1544346900318866e-08}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.656087782946684e-09}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 7.56463327554629e-09}",96.0,8e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.873817422860387e-09}",96.0,1.8e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.009233002565046e-09}",96.0,1.2e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 3.2745491628777316e-09}",96.0,1.5e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.009233002565046e-08}",96.0,1.7e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 8.697490026177835e-10}",96.0,1.6e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 6.135907273413163e-10}",96.0,1.4e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.1544346900318867e-10}",96.0,1.4e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 4.328761281083061e-08}",96.0,1.6e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1e-09}",96.0,1.2e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 3.0538555088334126e-10}",96.0,1.3e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 3.5111917342151273e-09}",96.0,1.3e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 3.0538555088334124e-09}",96.0,1.1e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 5.3366992312063125e-08}",96.0,1.6e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.310129700083158e-09}",96.0,1.4e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1e-09}",96.0,1.6e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 9.32603346883218e-09}",96.0,1.1e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 4.977023564332114e-09}",96.0,1.5e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 4.6415888336127727e-10}",96.0,1.3e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.4770763559917138e-08}",96.0,1.5e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.3219411484660286e-10}",96.0,1.3e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.747528400007683e-09}",96.0,1.3e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.848035868435805e-09}",96.0,1.2e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.4770763559917138e-08}",96.0,1e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.656087782946684e-09}",96.0,1.3e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.0722672220103253e-09}",96.0,1.8e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 4.6415888336127727e-10}",96.0,1.3e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.3219411484660286e-10}",96.0,1.4e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 7.564633275546291e-10}",96.0,1.4e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.519911082952933e-08}",96.0,1.2e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 4.328761281083061e-09}",96.0,1.7e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.1544346900318866e-08}",96.0,1.1e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 9.3260334688322e-08}",96.0,1.1e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.5199110829529332e-10}",96.0,1.4e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.310129700083158e-08}",96.0,1.4e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.477076355991714e-10}",96.0,1.1e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 7.56463327554629e-08}",96.0,1.5e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 5.336699231206302e-09}",96.0,1.2e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.873817422860387e-09}",96.0,1.5e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.656087782946684e-09}",96.0,1.5e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.310129700083158e-08}",96.0,1.8e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 3.764935806792472e-09}",96.0,1.6e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 3.5111917342151276e-10}",96.0,2e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.3219411484660288e-09}",96.0,1.2e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.747528400007683e-09}",96.0,1.3e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 3.2745491628777316e-09}",96.0,1.5e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.1497569953977357e-08}",96.0,1.3e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.009233002565046e-09}",96.0,1.4e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 3.764935806792472e-09}",96.0,1.5e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 4.03701725859655e-10}",96.0,1.4e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 8.697490026177834e-09}",96.0,9e-08
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 4.03701725859655e-10}",96.0,1.7e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.009233002565046e-08}",96.0,1.2e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 4.977023564332114e-10}",96.0,1.6e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.232846739442066e-08}",96.0,1.1e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.747528400007683e-08}",96.0,2e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.4770763559917138e-08}",96.0,1.6e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 2.310129700083158e-08}",96.0,2e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 7.564633275546291e-10}",96.0,1.6e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 4.0370172585965495e-09}",96.0,1.2e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 1.8738174228603868e-10}",96.0,1.5e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 7.56463327554629e-08}",96.0,1.4e-07
Tabular,150,4,Tabular Classification,GaussianNB,"{""var_smoothing"": 3.5111917342151276e-10}",96.0,1.4e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 5, ""weights"": ""distance""}",100.0,2e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 33, ""weights"": ""distance""}",100.0,1.7e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 38, ""weights"": ""uniform""}",92.0,9e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 9, ""weights"": ""uniform""}",96.0,9e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 39, ""weights"": ""uniform""}",92.0,1.8e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 25, ""weights"": ""distance""}",100.0,9e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 31, ""weights"": ""distance""}",100.0,9e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 21, ""weights"": ""uniform""}",96.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 39, ""weights"": ""distance""}",100.0,1.1e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 42, ""weights"": ""uniform""}",89.33,1e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 18, ""weights"": ""distance""}",100.0,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 48, ""weights"": ""distance""}",100.0,1e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 29, ""weights"": ""distance""}",100.0,1.1e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 34, ""weights"": ""uniform""}",94.67,1.1e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 2, ""weights"": ""uniform""}",97.33,1.8e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 18, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 37, ""weights"": ""uniform""}",94.67,9e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 4, ""weights"": ""uniform""}",96.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 3, ""weights"": ""uniform""}",95.33,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 30, ""weights"": ""uniform""}",96.0,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 16, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 32, ""weights"": ""uniform""}",95.33,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 37, ""weights"": ""uniform""}",94.67,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 26, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 13, ""weights"": ""uniform""}",96.67,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 38, ""weights"": ""uniform""}",92.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 20, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 29, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 5, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 10, ""weights"": ""uniform""}",96.0,1e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 26, ""weights"": ""uniform""}",96.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 25, ""weights"": ""distance""}",100.0,1e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 42, ""weights"": ""uniform""}",89.33,1e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 7, ""weights"": ""distance""}",100.0,1.2e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 2, ""weights"": ""uniform""}",97.33,9e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 26, ""weights"": ""distance""}",100.0,1.2e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 36, ""weights"": ""uniform""}",94.67,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 18, ""weights"": ""uniform""}",96.67,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 6, ""weights"": ""uniform""}",96.67,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 44, ""weights"": ""distance""}",100.0,9e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 40, ""weights"": ""uniform""}",90.67,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 26, ""weights"": ""uniform""}",96.0,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 10, ""weights"": ""uniform""}",96.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 24, ""weights"": ""uniform""}",95.33,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 2, ""weights"": ""uniform""}",97.33,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 14, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 12, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 3, ""weights"": ""uniform""}",95.33,9e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 16, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 40, ""weights"": ""uniform""}",90.67,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 38, ""weights"": ""uniform""}",92.0,9e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 12, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 38, ""weights"": ""uniform""}",92.0,9e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 20, ""weights"": ""uniform""}",97.33,1e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 9, ""weights"": ""uniform""}",96.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 15, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 4, ""weights"": ""uniform""}",96.0,1e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 12, ""weights"": ""distance""}",100.0,9e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 41, ""weights"": ""uniform""}",90.0,9e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 22, ""weights"": ""uniform""}",96.67,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 46, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 30, ""weights"": ""uniform""}",96.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 32, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 2, ""weights"": ""uniform""}",97.33,9e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 11, ""weights"": ""uniform""}",96.0,1e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 13, ""weights"": ""distance""}",100.0,2.6e-07
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 16, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 35, ""weights"": ""uniform""}",94.67,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 44, ""weights"": ""uniform""}",89.33,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 24, ""weights"": ""uniform""}",95.33,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 19, ""weights"": ""uniform""}",96.67,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 17, ""weights"": ""uniform""}",96.67,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 18, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 21, ""weights"": ""uniform""}",96.0,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 25, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 9, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 20, ""weights"": ""distance""}",100.0,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 34, ""weights"": ""uniform""}",94.67,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 2, ""weights"": ""distance""}",100.0,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 9, ""weights"": ""uniform""}",96.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 18, ""weights"": ""uniform""}",96.67,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 26, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 27, ""weights"": ""uniform""}",96.0,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 14, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 1, ""weights"": ""uniform""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 9, ""weights"": ""uniform""}",96.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 5, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 17, ""weights"": ""distance""}",100.0,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 23, ""weights"": ""uniform""}",96.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 14, ""weights"": ""distance""}",100.0,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 25, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 22, ""weights"": ""uniform""}",96.67,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 17, ""weights"": ""distance""}",100.0,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 34, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 20, ""weights"": ""distance""}",100.0,7e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 18, ""weights"": ""uniform""}",96.67,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 35, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 41, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 28, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,KNN,"{""n_neighbors"": 19, ""weights"": ""distance""}",100.0,8e-08
Tabular,150,4,Tabular Classification,LogisticRegression,"{""C"": 1.2742749857031335, ""penalty"": ""l1""}",97.33,2.7e-07
Tabular,150,4,Tabular Classification,LogisticRegression,"{""C"": 0.016237767391887217, ""penalty"": ""l2""}",88.67,9e-08
Tabular,150,4,Tabular Classification,LogisticRegression,"{""C"": 5.455594781168514, ""penalty"": ""l1""}",98.0,1.5e-07
